textID,text,sentiment,index
dbbbbe6059,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive,thank teaching values better person day love much best mum world
894e188d01,HAPPY MOTHERS DAY.!,positive,happy mothers day
a91ca2ffae," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",positive,laughs glad self confidence wonderful trait applaud extra loud okay
89d5b3f0b5,  Thanks,positive,thanks
fe0abe1754,twittering after 2 days!,neutral,twittering days
1b6380b1b3,Getting ready for week  Its too nice today to be stuck inside working!,positive,getting ready week nice today stuck inside working
b4d5f1e13e,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",negative,felt like behaved like son ate compensate pigged home roasted sugar almonds painful tum threw still feel sick
80481307d5,Happy Mothers Day people. i love my mom a lot still,positive,happy mothers day people love mom lot still
05a0e60f99, I`m sorry to hear that.,negative,sorry hear
e3cc598980," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",positive,awesome dude yay surprise celebrities got meet years ago soooo friendly
a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive,makes happy hear girl talk tweet nba could give nuggets love
53e78f3f89,Is getting the hang of Twitter.,neutral,getting hang twitter
ba83f744d8,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative,know neck jacked forced pay parking turn head parallel park free spaces
2dd0cddb70,I want it BACK NOW!: http://bit.ly/PP1WZ,neutral,want back http bit
e3a1b65ef3,Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative,going miss roomie longer roomies starting tomorrow
7ae37ef593,"bathing with two little angels, Keyla and Janice.",neutral,bathing two little angels keyla janice
73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",negative,yep finished chocked full spelling grammatical errors cleaning tomorrow popping hehe
f5b15be6f6, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral,hahahha lol true always remember never remember date even day
68bda81bb9,"Family is here,hanging with them",neutral,family hanging
59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,positive,watching ellen love dishes tanning gorgeous
e3731b6ce8, what`s goin on hun?  I`m worried about you,negative,goin hun worried
b09362ee8e, Im not bannished... but I am at work till 6,negative,bannished work till
c4f9792d55," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral,morning get see let know right going see wolverine
20d4300a14," red top tabloids, build em up, knock em down",neutral,red top tabloids build knock
7b69f49c42,tonight in party w/ my girls (minus vita),positive,tonight party girls minus vita
519a5d3be7,  why not now you made me sad I thought you`d be jumping for joy,neutral,made sad thought jumping joy
aa97eca66f, Simple my a#@,neutral,simple
d3230b7cfd,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral,pics uploaded baby pics cats missy adult pretty little kitty batty kitten heaven
294df18b9f," I saw the play of it here, it was amazing",positive,saw play amazing
e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,positive,glad break twitter virginity two
b7a9ba95d0,Dinner with the fam... I have missed them,negative,dinner fam missed
6943d0f480,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral,live want better bound bad eggs though soon learn
9e047ed52a,Hell yeah Kellynn got a Twitter. Finally.,neutral,hell yeah kellynn got twitter finally
a54d3c2825," I know   It was worth a shot, though!",positive,know worth shot though
5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",positive,opened facebook account little confused really get twitter seems much better
c4ab28566e,Ship. I`m stuck.,negative,ship stuck
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,positive,dustbin baby cannot wait
c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",negative,going dwell happened passed shame supportive life
ddd4dd7be4,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,neutral,looks like office get mlb network looks like mlbn televising det bal game today wieters
d2af698d65,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,neutral,home empty handed comics found today shall indulge cupcakes magnolia bakery
1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,negative,laying bed til workkk life definitely pinched nerve
bb61a7094b,today is a busy day. exhausting!,negative,today busy day exhausting
454ea2153b," I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral,going sunday got much going weekend
b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,negative,sorry hear flight got cancelled blows
e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,negative,ohh tooth hurts ohh sad hurts
ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,get distracted like thank new followers taking trouble follow others feelin love
5680a0b488, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,negative,think bills finished paying mine broke
ed6c2e4824, Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral,sure say big jst saw pics last bday looked pretty miss
a8f2acd515,sore throat. Planning the TET outing to Marwell though...good times,neutral,sore throat planning tet outing marwell though good times
e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,positive,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutus
4c71b5fb91,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,negative,days without sleep migraine thought life postr meant relaxing
be8544ffb1, There!,neutral,
0404648e1c,?sucks!?..,negative,sucks
e136c0f2af, whens the sway sway winner announced?,neutral,whens sway sway winner announced
032e865dc7, K will check it out...,neutral,check
d723ea3299," doing pretty well, up and wide awake",positive,pretty well wide awake
3d208b8e59,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral,want wake early get coffee tomorrow today going busyy day keep writing booo whoo
f1f5e8edfa,I Miss Daddy and Mommy,negative,miss daddy mommy
51f4502988,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",negative,dog officially depressed brother dogs gone want outside play half heartedly
728c29215f,I just realized that I can`t forward text msgs with my iPhone.,neutral,realized forward text msgs iphone
c9091836ce,"My frist post... Off to find a new car for my parents, exciting!",positive,frist post find new car parents exciting
9668542b2a,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative,argh noo missed killers wossy sucks missed brandon total failure anyone know repeated must investigate
cd5d081760,seriously bored without anyone to talk to... but not tired enough for sleep,negative,seriously bored without anyone talk tired enough sleep
061eb4c0de, I am lost. Please help me find a good home.,negative,lost please help find good home
c20cb786c4,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral,peter gordon morning pieces wanna hide pieces almost die ever http blip
7733e8541a,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative,got bit bad back lifting drum hardware car downer
58eda20efc, LMAO... Smh!  that one threw me off.,neutral,lmao smh one threw
a97db072ed,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,positive,gonna celebrate mothers day family gonna start partying tonite
f3117413cc, i agree with you!,positive,agree
59cb0c3a14, I only do computers. Am hopeless at everything else,negative,computers hopeless everything else
322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",positive,degrees gross skies thunderstorms perfect match mood lol
7179c215a7,_2nd aww thanks!,positive,aww thanks
1f581d48bc, Sorry RB is on PS3 for me,negative,sorry
c42982a22d,I saw amazing heeels. But they were too big,neutral,saw amazing heeels big
9191e574bb,I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,negative,stuck finger throat bunch bumps tongue throat
f4e428e4b3,dang last url went down  ? http://blip.fm/~7aigm,negative,dang last url went http blip aigm
1ee0b44db0," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",negative,ohoh missed tweets gonna stay awake night see announcement time difference
4095d52d2d, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,negative,damnit sucks one ones thought drag back lol
